path,total_conversions,total_conversion_value,total_null
Paid Search > Paid Search > SMS > Videos > SMS > Paid Search > Paid Search > Display > Display > Display > Paid Search > Paid Search > Display > Push Notifications > Paid Social,1,3.555,2
Paid Search > Push Notifications > Paid Search > Display,1,2.248,3
Paid Search > Paid Search > Paid Search > Display > Paid Search > Paid Search > Paid Search > Paid Social > Paid Search,1,3.01,2
Push Notifications,1,3.084,3
Paid Social > Email > Paid Social > Paid Social > Paid Social > Paid Search > Paid Social > Paid Search > Paid Social > Paid Social > Email > Paid Social > Internal Campaign > Email > Internal Campaign > Email,1,13.125,2
Display > Display > Display > Push Notifications > Internal Campaign,1,2.331,2
Paid Search > Paid Search > Email > Affiliate > Affiliate > Paid Search,1,5.846,2
Paid Search > Paid Social > Display > Paid Search,1,1.271,3
Display > Email > Display > Email > Email > Email > Affiliate,1,4.015,2
Display > Display > Push Notifications,1,6.81,2
Paid Search > Display > Paid Search,1,5.636,3
Paid Search > Paid Search > Paid Search > Display > Display > Push Notifications > Paid Social > Email,1,9.916,2
Paid Search > Paid Search > Push Notifications > Display > Videos > Affiliate,1,2.64,3
Paid Search > Paid Search > Internal Campaign,1,2.424,2
Paid Search > Videos > Videos > Videos > Videos > Paid Social,1,8.884,2
Push Notifications,3,10.548,10
Display > Push Notifications > Display,0,0,3
Paid Search > Affiliate > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social,3,5.513,8
Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Direct Mail > Paid Social > Paid Social > Paid Social,1,2.649,2
Paid Search > Paid Search > Paid Search > Videos,2,13.76733333,8
Email > Paid Social > Display > Paid Search > Display > Push Notifications > Display > Paid Social > Display > Push Notifications > Push Notifications,2,3.934,6
Videos > SMS > Videos > Videos,0,0,3
Paid Search > Paid Search > Videos,1,29.396,2
Display > Paid Search > Paid Search,1,1.47,3
Paid Search > Paid Search > Display > Paid Search > Paid Search,1,7.9,2
Display > Paid Search,1,2.436,2
Push Notifications,2,6.697,6
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Email > Paid Search > Paid Search > Paid Social > Paid Search > Paid Search > Paid Search,1,7.53,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Social,0,0,2
Email > Paid Search > Display > Paid Search > Paid Search,0,0,2
Paid Search > Display > Display > Display > Push Notifications > Push Notifications > Push Notifications > Push Notifications > Display > Push Notifications > Display > Push Notifications > Push Notifications,1,2.89,3
Push Notifications > Direct Mail > Paid Search,1,2.597,3
Display > Email > Paid Social > Email > Email > Email,1,3.47,2
Display > Display > Email,0,0,3
Paid Search > Paid Search > Push Notifications > Videos > Push Notifications,0,0,2
Push Notifications > Email > Display > Push Notifications > Display > Email > Push Notifications > Email > Display > Email > Push Notifications,2,6.648,5
Paid Search > Email > Paid Search > Paid Search,1,2.44,3
Display > Display > Display,1,7.033,3
Push Notifications,1,0.695,2
Internal Campaign > Videos > Videos > Internal Campaign > Push Notifications,1,3.552,2
Paid Search > Paid Search > SMS > Paid Social > Videos,1,4.672,2
Email > Display > Videos > Display > Push Notifications > SMS > Display > Affiliate > Display > Paid Social > Affiliate > Display,1,0.649,3
Display > Display,1,2.75,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Display > Display > Push Notifications > Paid Search > Paid Social > Paid Social > Paid Search > Paid Social > Display > Display > Display > Display > Display > Paid Search > Paid Social > Paid Search > Paid Social > Push Notifications > Display > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Affiliate > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Search > Paid Search > Paid Social > Paid Social > Push Notifications > Paid Search > Paid Social > Paid Social > Affiliate > Paid Search > Paid Search,1,6.732,3
Paid Search > Paid Search > Push Notifications > Push Notifications,1,2.451,3
Push Notifications > Videos > Paid Search > Affiliate > Email,1,1.16,2
Push Notifications,1,3.32,3
Display > Display > Videos > Display,1,7.48,2
Push Notifications,1,0.529,3
Paid Search > Display > Paid Search,0,0,3
Display > Display > Paid Social > Paid Social > Paid Social > Display > Paid Social > Paid Social > Display > Paid Social > Paid Social > Display > Paid Social > Internal Campaign > Internal Campaign > Internal Campaign > Internal Campaign > Email > Internal Campaign > Paid Social,0,0,3
Paid Search > Paid Search > Paid Search > Paid Search > Display > Display > Paid Search > Display > Display > Display > Push Notifications > Display > Display > Push Notifications,1,3.145,2
Display > Push Notifications > Affiliate > Display > Push Notifications,1,4.55,3
Push Notifications > Push Notifications,1,2.393,3
Email > Display > Push Notifications > Affiliate > Paid Search,1,2.408,3
Push Notifications > Push Notifications,2,12.096,6
Email > Display > Paid Search > Display > Paid Search > Push Notifications,1,9,2
Paid Search > Videos > Videos > Videos > Paid Search > Videos > Videos > Paid Search > Paid Search,1,3.06,3
Push Notifications,1,1.742,3
Email > Display > Push Notifications,0,0,3
Email > Paid Search > Email > Paid Social > Paid Search > Paid Search > Paid Social,1,2.775,2
Push Notifications,1,3.562,3
Display > Push Notifications > Paid Search > Email > Display > Email,1,2.325,2
Internal Campaign > Paid Social > Paid Social > Display > Paid Social > Paid Social,1,4.2,3
Push Notifications > Paid Social > Paid Social,1,3.511,2
Push Notifications,0,0,2
Videos > Paid Social > Paid Social > Paid Social > Paid Search,2,12.494,5
Direct Mail > Paid Social > Direct Mail > Affiliate > Direct Mail > Paid Social,1,2,3
Direct Mail > Direct Mail > Paid Search > Paid Search > Internal Campaign,1,1.688,2
Paid Search > Email > Push Notifications > SMS > Paid Social > Push Notifications > Paid Search > Paid Search > Paid Search,1,2.824,2
Internal Campaign > Push Notifications > Push Notifications,1,3.234,3
Paid Search > Paid Search > Push Notifications > Paid Social,1,2.306,2
Display > Push Notifications,0,0,2
Direct Mail,6,30.93666667,30
Display > Push Notifications > Display > Push Notifications,2,3.918,5
Paid Search > Paid Search > Display,1,0.83,2
Paid Search > Direct Mail > Direct Mail,1,2.912,3
Paid Search > Paid Social > Direct Mail > Paid Search,1,2.55,2
Email > Affiliate > Email > Email > Paid Search > Email,1,2.2,3
Push Notifications,6,27.06,15
Paid Social > Display > Display,1,14.437,2
Paid Search > Paid Search > Paid Search > SMS > Paid Search > Paid Search > Email > Paid Search > Display > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,0,0,3
Email > Push Notifications,1,1.37,3
Email > Push Notifications,1,6.1845,6
Paid Social > SMS > Email > Paid Social > Paid Social > SMS > Paid Social,1,2.492,3
Push Notifications > Paid Social > Push Notifications,3,7.635,9
Display > Push Notifications > Paid Search,1,1.555,2
Display > Push Notifications,2,6.139,6
Paid Search > Paid Search > Paid Search > Paid Search > Internal Campaign,1,3.676,3
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search,1,3.1,3
Push Notifications > Email > Push Notifications,1,1.44,2
Paid Search > Paid Search > Display > Videos > Display > Paid Search > Paid Search > Paid Search > Display > Paid Search > Display > Display,1,2.19,2
Paid Search > Internal Campaign,1,2.64,6
Videos > Videos > Paid Social > Paid Social > Videos,1,1.8,2
Display > Display > Display > Push Notifications > Display > Push Notifications > Email,0,0,3
Display > Display > Display,1,3.044,2
Email > Display > Paid Social,0,0,3
Paid Search > Display > Display > Push Notifications,1,2.804,2
Push Notifications > Paid Search > Paid Social > Paid Social > Paid Social > Paid Search > Paid Search > Email > Paid Social > Paid Social > Paid Search > Paid Search > Paid Social > Paid Social > Paid Search > Paid Search > Paid Search > Paid Search,1,5.342,3
Display > Display > Display > Paid Social,1,3.6,3
Paid Search > Paid Search > Push Notifications > Paid Search > Paid Social,1,2.619,2
Affiliate > Videos,1,7.932,2
Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Paid Search > Email > Paid Search,1,3.971,3
Push Notifications,1,6.192333333,10
Paid Search > Paid Search > Push Notifications > Paid Social > Display > Display,1,2.332,3
Display > Display,0,0,2
Display > Display > Videos > Videos > Email > Push Notifications > Videos > Push Notifications > Display > Paid Social > Videos > Videos > Videos,0,0,3
Push Notifications,3,30.31875,12
Paid Search > Push Notifications > Internal Campaign > Push Notifications,1,2.32,2
Push Notifications > Push Notifications,1,5.4,2
Push Notifications > Display > Push Notifications > Paid Social,1,8.915,2
Display > Paid Search > Display > Paid Search > Videos > Internal Campaign > Push Notifications > Push Notifications > Paid Search > Affiliate > Videos > Videos > Email > Affiliate > Paid Search > Display > Display > Display > Affiliate > Display > Display > Display > Display > Display > Display > Videos > SMS > Affiliate,0,0,2
Display > Paid Search,0,0,3
Display > Display > Display,1,1.039,3
Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,25,50.93558819,108
Push Notifications > Push Notifications > Push Notifications > Push Notifications,1,0.715,2
Display > Display,1,2.926,2
Push Notifications > Paid Social > Push Notifications,2,11.692,5
Paid Search > Push Notifications,1,4.174,2
Email > Paid Social > Email > Push Notifications > Push Notifications > Email > Paid Social > Email > Affiliate > Email > Affiliate > Paid Social,0,0,3
Paid Search > Display > Paid Social,1,5.885,3
Paid Search > Display > Email,0,0,2
Paid Search > Paid Search,1,4.5,3
Paid Search > Push Notifications > Push Notifications,0,0,3
Email > Paid Search > Email > Push Notifications > Email > Paid Search > Paid Search,1,3.937,3
Push Notifications > Push Notifications > Push Notifications > Paid Social > Paid Social,1,3.665,3
Paid Search > Paid Social > Paid Search > Email > Push Notifications > Paid Social > Push Notifications > Paid Search > Push Notifications > Push Notifications > Push Notifications > Affiliate > Paid Social > Push Notifications > Push Notifications,1,4.384,3
Push Notifications > Paid Search > Paid Search,0,0,2
Display > Paid Search > Paid Search,1,3.816,2
Email > Paid Search > Videos > Videos > Paid Social > Paid Social > Paid Social > Email > Paid Social,0,0,3
Push Notifications,1,2.309,3
Display > Paid Search > Paid Search > Display > Display > Display > Push Notifications > Display > Push Notifications,1,6.1,2
Push Notifications > Push Notifications > Display > Display > Paid Search > Paid Social,1,11.44,2
Paid Search > Display > Paid Search > Paid Search > Paid Search > Paid Search,1,3.98,2
Push Notifications > Push Notifications,1,12.716,3
Paid Social > Paid Social > Display > SMS > SMS > Paid Social,1,9.22,2
Push Notifications,1,6.166,3
Paid Search > Paid Social > Push Notifications > Affiliate,0,0,3
Display > Display > Paid Social > Display > Paid Social > Push Notifications,1,4.064,3
Internal Campaign > Push Notifications,1,2.188,3
Display > Email > Paid Search,1,6.213,3
Push Notifications,1,4.1,2
Display > Push Notifications > Paid Social,1,3.1,2
Paid Search > Paid Search > Paid Search > Paid Search,1,1.555,3
Email > Paid Search > Email > Paid Search > Videos > Email > Paid Search,0,0,2
Push Notifications > Videos > Direct Mail > Paid Social > Affiliate,1,15.501,3
Push Notifications,1,4.103,6
Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Paid Social > Paid Social > Paid Social > Paid Social > Paid Social,1,4.563,2
Paid Search > Push Notifications > Push Notifications,1,4.74,2
Display > Display > Push Notifications,1,5.685,2
Paid Search > Push Notifications,0,0,2
Paid Search > Paid Search > Paid Search > Paid Search > Display > Display > Display > Email > Videos > SMS > Affiliate,1,2.675,3
Display > Paid Search,1,2.3,3
Push Notifications > Paid Social > Paid Search > Paid Social > Paid Search > Paid Search > Paid Search > Affiliate > Paid Social > SMS > Paid Search > Paid Search > Paid Search,1,3.8,2
Paid Search > Paid Search,0,0,2
Display > Display > Display > Display > Direct Mail > Display > Display > Display > Paid Social > Display > Display > Display > Display,0,0,2
